code,name,ward,lga,registered_voters
EB/214/02668/011,"Civic Centre 011","Afikpo South Ward 08","Afikpo South",1822
EB/214/02668/012,"Playground 012","Afikpo South Ward 08","Afikpo South",1692
EB/214/02668/013,"Primary School 013","Afikpo South Ward 08","Afikpo South",1367
EB/214/02668/014,"Playground 014","Afikpo South Ward 08","Afikpo South",2110
EB/214/02668/015,"Playground 015","Afikpo South Ward 08","Afikpo South",1793
EB/214/02668/016,"Open Space 016","Afikpo South Ward 08","Afikpo South",449
EB/214/02668/017,"Civic Centre 017","Afikpo South Ward 08","Afikpo South",2090
EB/214/02668/018,"Secondary School 018","Afikpo South Ward 08","Afikpo South",1706
EB/214/02669/001,"Market Square 001","Afikpo South Ward 09","Afikpo South",1190
EB/214/02669/002,"Playground 002","Afikpo South Ward 09","Afikpo South",1460
EB/214/02669/003,"Junction 003","Afikpo South Ward 09","Afikpo South",1552
EB/214/02669/004,"Police Station Area 004","Afikpo South Ward 09","Afikpo South",1292
EB/214/02669/005,"Primary School 005","Afikpo South Ward 09","Afikpo South",819
EB/214/02669/006,"Post Office 006","Afikpo South Ward 09","Afikpo South",344
EB/214/02669/007,"Junction 007","Afikpo South Ward 09","Afikpo South",2028
EB/214/02669/008,"Junction 008","Afikpo South Ward 09","Afikpo South",630
EB/214/02669/009,"Palace Grounds 009","Afikpo South Ward 09","Afikpo South",2091
EB/214/02669/010,"Health Centre 010","Afikpo South Ward 09","Afikpo South",1117
EB/214/02669/011,"Open Space 011","Afikpo South Ward 09","Afikpo South",735
EB/214/02669/012,"Town Hall 012","Afikpo South Ward 09","Afikpo South",2399
EB/214/02669/013,"Health Centre 013","Afikpo South Ward 09","Afikpo South",987
EB/214/02669/014,"Health Centre 014","Afikpo South Ward 09","Afikpo South",1406
EB/214/02669/015,"Police Station Area 015","Afikpo South Ward 09","Afikpo South",1570
EB/214/02669/016,"Open Space 016","Afikpo South Ward 09","Afikpo South",2489
EB/214/02669/017,"Town Hall 017","Afikpo South Ward 09","Afikpo South",1607
EB/214/02669/018,"Health Centre 018","Afikpo South Ward 09","Afikpo South",2117
EB/214/02669/019,"Motor Park 019","Afikpo South Ward 09","Afikpo South",759
EB/214/02669/020,"Community Hall 020","Afikpo South Ward 09","Afikpo South",1262
EB/214/02669/021,"Community Hall 021","Afikpo South Ward 09","Afikpo South",1722
EB/214/02669/022,"Town Hall 022","Afikpo South Ward 09","Afikpo South",2139
EB/214/02670/001,"Junction 001","Afikpo South Ward 10","Afikpo South",2350
EB/214/02670/002,"Police Station Area 002","Afikpo South Ward 10","Afikpo South",908
EB/214/02670/003,"Mosque Area 003","Afikpo South Ward 10","Afikpo South",1763
EB/214/02670/004,"Civic Centre 004","Afikpo South Ward 10","Afikpo South",618
EB/214/02670/005,"Mosque Area 005","Afikpo South Ward 10","Afikpo South",1756
EB/214/02670/006,"Village Square 006","Afikpo South Ward 10","Afikpo South",1026
EB/214/02670/007,"Motor Park 007","Afikpo South Ward 10","Afikpo South",1741
EB/214/02670/008,"Post Office 008","Afikpo South Ward 10","Afikpo South",870
EB/214/02670/009,"Mosque Area 009","Afikpo South Ward 10","Afikpo South",1737
EB/214/02670/010,"Community Hall 010","Afikpo South Ward 10","Afikpo South",1465
EB/214/02670/011,"Secondary School 011","Afikpo South Ward 10","Afikpo South",1213
EB/214/02670/012,"Custom Office 012","Afikpo South Ward 10","Afikpo South",554
EB/214/02670/013,"Dispensary 013","Afikpo South Ward 10","Afikpo South",2243
EB/214/02670/014,"Police Station Area 014","Afikpo South Ward 10","Afikpo South",2196
EB/214/02670/015,"Custom Office 015","Afikpo South Ward 10","Afikpo South",1584
EB/214/02670/016,"Community Hall 016","Afikpo South Ward 10","Afikpo South",1527
EB/214/02670/017,"Civic Centre 017","Afikpo South Ward 10","Afikpo South",1311
EB/214/02670/018,"Custom Office 018","Afikpo South Ward 10","Afikpo South",1580
EB/214/02670/019,"Health Centre 019","Afikpo South Ward 10","Afikpo South",2405
EB/214/02670/020,"Village Square 020","Afikpo South Ward 10","Afikpo South",2466
EB/214/02670/021,"Playground 021","Afikpo South Ward 10","Afikpo South",1852
EB/214/02671/001,"Community Centre 001","Afikpo South Ward 11","Afikpo South",2193
EB/214/02671/002,"Primary School 002","Afikpo South Ward 11","Afikpo South",2382
EB/214/02671/003,"Under Tree 003","Afikpo South Ward 11","Afikpo South",1285
EB/214/02671/004,"Under Tree 004","Afikpo South Ward 11","Afikpo South",2189
EB/214/02671/005,"Post Office 005","Afikpo South Ward 11","Afikpo South",1341
EB/214/02671/006,"Village Square 006","Afikpo South Ward 11","Afikpo South",1071
EB/214/02671/007,"Post Office 007","Afikpo South Ward 11","Afikpo South",1614
EB/214/02671/008,"Community Centre 008","Afikpo South Ward 11","Afikpo South",1702
EB/214/02671/009,"Playground 009","Afikpo South Ward 11","Afikpo South",1426
EB/214/02671/010,"Market Square 010","Afikpo South Ward 11","Afikpo South",876
EB/214/02671/011,"Mosque Area 011","Afikpo South Ward 11","Afikpo South",604
EB/214/02671/012,"Palace Grounds 012","Afikpo South Ward 11","Afikpo South",1497
EB/214/02671/013,"Post Office 013","Afikpo South Ward 11","Afikpo South",469
EB/214/02671/014,"Police Station Area 014","Afikpo South Ward 11","Afikpo South",566
EB/214/02671/015,"Motor Park 015","Afikpo South Ward 11","Afikpo South",1033
EB/214/02671/016,"Market Square 016","Afikpo South Ward 11","Afikpo South",1783
EB/214/02671/017,"Custom Office 017","Afikpo South Ward 11","Afikpo South",541
EB/214/02671/018,"Village Square 018","Afikpo South Ward 11","Afikpo South",2308
EB/214/02671/019,"Market Square 019","Afikpo South Ward 11","Afikpo South",2260
EB/214/02672/001,"Town Hall 001","Afikpo South Ward 12","Afikpo South",1965
EB/214/02672/002,"Health Centre 002","Afikpo South Ward 12","Afikpo South",1174
EB/214/02672/003,"Under Tree 003","Afikpo South Ward 12","Afikpo South",1508
EB/214/02672/004,"Post Office 004","Afikpo South Ward 12","Afikpo South",1680
EB/214/02672/005,"Playground 005","Afikpo South Ward 12","Afikpo South",669
EB/214/02672/006,"Motor Park 006","Afikpo South Ward 12","Afikpo South",1597
EB/214/02672/007,"Junction 007","Afikpo South Ward 12","Afikpo South",2366
EB/214/02672/008,"Church Premises 008","Afikpo South Ward 12","Afikpo South",444
EB/214/02672/009,"Community Hall 009","Afikpo South Ward 12","Afikpo South",1138
EB/214/02672/010,"Playground 010","Afikpo South Ward 12","Afikpo South",2053
EB/214/02672/011,"Market Square 011","Afikpo South Ward 12","Afikpo South",913
EB/214/02672/012,"Secondary School 012","Afikpo South Ward 12","Afikpo South",2046
EB/214/02672/013,"Village Square 013","Afikpo South Ward 12","Afikpo South",1116
EB/214/02672/014,"Playground 014","Afikpo South Ward 12","Afikpo South",417
EB/214/02672/015,"Playground 015","Afikpo South Ward 12","Afikpo South",1960
EB/214/02672/016,"Secondary School 016","Afikpo South Ward 12","Afikpo South",1050
EB/214/02672/017,"Junction 017","Afikpo South Ward 12","Afikpo South",1695
EB/214/02672/018,"Dispensary 018","Afikpo South Ward 12","Afikpo South",1451
EB/214/02672/019,"Civic Centre 019","Afikpo South Ward 12","Afikpo South",1384
EB/214/02672/020,"Market Square 020","Afikpo South Ward 12","Afikpo South",1738
EB/214/02672/021,"Mosque Area 021","Afikpo South Ward 12","Afikpo South",1309
EB/214/02672/022,"Community Centre 022","Afikpo South Ward 12","Afikpo South",2344
EB/214/02672/023,"Post Office 023","Afikpo South Ward 12","Afikpo South",404
EB/214/02673/001,"Mosque Area 001","Afikpo South Ward 13","Afikpo South",448
EB/214/02673/002,"Community Centre 002","Afikpo South Ward 13","Afikpo South",652
EB/214/02673/003,"Under Tree 003","Afikpo South Ward 13","Afikpo South",1582
EB/214/02673/004,"Junction 004","Afikpo South Ward 13","Afikpo South",2135
EB/214/02673/005,"Market Square 005","Afikpo South Ward 13","Afikpo South",1161
EB/214/02673/006,"Primary School 006","Afikpo South Ward 13","Afikpo South",2177
EB/214/02673/007,"Palace Grounds 007","Afikpo South Ward 13","Afikpo South",1574
EB/214/02673/008,"Open Space 008","Afikpo South Ward 13","Afikpo South",2355
EB/214/02673/009,"Village Square 009","Afikpo South Ward 13","Afikpo South",494
EB/214/02673/010,"Civic Centre 010","Afikpo South Ward 13","Afikpo South",696
EB/214/02673/011,"Market Square 011","Afikpo South Ward 13","Afikpo South",1040
EB/214/02673/012,"Primary School 012","Afikpo South Ward 13","Afikpo South",1942
EB/214/02673/013,"Village Square 013","Afikpo South Ward 13","Afikpo South",2486
EB/214/02673/014,"Motor Park 014","Afikpo South Ward 13","Afikpo South",540
EB/214/02673/015,"Motor Park 015","Afikpo South Ward 13","Afikpo South",2499
EB/214/02673/016,"Community Hall 016","Afikpo South Ward 13","Afikpo South",1720
EB/214/02673/017,"Dispensary 017","Afikpo South Ward 13","Afikpo South",1065
EB/214/02673/018,"Community Hall 018","Afikpo South Ward 13","Afikpo South",2453
EB/214/02673/019,"Town Hall 019","Afikpo South Ward 13","Afikpo South",1842
EB/214/02673/020,"Dispensary 020","Afikpo South Ward 13","Afikpo South",2221
EB/214/02674/001,"Open Space 001","Afikpo South Ward 14","Afikpo South",850
EB/214/02674/002,"Community Centre 002","Afikpo South Ward 14","Afikpo South",1833
EB/214/02674/003,"Community Centre 003","Afikpo South Ward 14","Afikpo South",2124
EB/214/02674/004,"Palace Grounds 004","Afikpo South Ward 14","Afikpo South",1930
EB/214/02674/005,"Church Premises 005","Afikpo South Ward 14","Afikpo South",650
EB/214/02674/006,"Civic Centre 006","Afikpo South Ward 14","Afikpo South",2212
EB/214/02674/007,"Church Premises 007","Afikpo South Ward 14","Afikpo South",353
EB/214/02674/008,"Custom Office 008","Afikpo South Ward 14","Afikpo South",1870
EB/214/02674/009,"Playground 009","Afikpo South Ward 14","Afikpo South",1093
EB/214/02674/010,"Community Hall 010","Afikpo South Ward 14","Afikpo South",2067
EB/214/02674/011,"Palace Grounds 011","Afikpo South Ward 14","Afikpo South",2467
EB/214/02674/012,"Community Centre 012","Afikpo South Ward 14","Afikpo South",1795
EB/214/02674/013,"Dispensary 013","Afikpo South Ward 14","Afikpo South",1231
EB/214/02674/014,"Open Space 014","Afikpo South Ward 14","Afikpo South",1246
EB/214/02674/015,"Under Tree 015","Afikpo South Ward 14","Afikpo South",798
EB/214/02674/016,"Secondary School 016","Afikpo South Ward 14","Afikpo South",1308
EB/214/02674/017,"Police Station Area 017","Afikpo South Ward 14","Afikpo South",2111
EB/214/02674/018,"Palace Grounds 018","Afikpo South Ward 14","Afikpo South",2145
EB/214/02674/019,"Town Hall 019","Afikpo South Ward 14","Afikpo South",1899
EB/214/02674/020,"Church Premises 020","Afikpo South Ward 14","Afikpo South",1522
EB/214/02674/021,"Civic Centre 021","Afikpo South Ward 14","Afikpo South",1936
EB/214/02674/022,"Dispensary 022","Afikpo South Ward 14","Afikpo South",418
EB/215/02675/001,"Secondary School 001","Ebonyi Ward 01","Ebonyi",1648
EB/215/02675/002,"Village Square 002","Ebonyi Ward 01","Ebonyi",1301
EB/215/02675/003,"Town Hall 003","Ebonyi Ward 01","Ebonyi",2029
EB/215/02675/004,"Palace Grounds 004","Ebonyi Ward 01","Ebonyi",346
EB/215/02675/005,"Secondary School 005","Ebonyi Ward 01","Ebonyi",2214
EB/215/02675/006,"Post Office 006","Ebonyi Ward 01","Ebonyi",1880
EB/215/02675/007,"Civic Centre 007","Ebonyi Ward 01","Ebonyi",2404
EB/215/02675/008,"Post Office 008","Ebonyi Ward 01","Ebonyi",568
EB/215/02675/009,"Palace Grounds 009","Ebonyi Ward 01","Ebonyi",2134
EB/215/02675/010,"Playground 010","Ebonyi Ward 01","Ebonyi",1791
EB/215/02675/011,"Community Hall 011","Ebonyi Ward 01","Ebonyi",302
EB/215/02675/012,"Town Hall 012","Ebonyi Ward 01","Ebonyi",2258
EB/215/02675/013,"Church Premises 013","Ebonyi Ward 01","Ebonyi",1199
EB/215/02675/014,"Custom Office 014","Ebonyi Ward 01","Ebonyi",1069
EB/215/02675/015,"Motor Park 015","Ebonyi Ward 01","Ebonyi",2133
EB/215/02676/001,"Civic Centre 001","Ebonyi Ward 02","Ebonyi",2238
EB/215/02676/002,"Primary School 002","Ebonyi Ward 02","Ebonyi",2348
EB/215/02676/003,"Church Premises 003","Ebonyi Ward 02","Ebonyi",2269
EB/215/02676/004,"Secondary School 004","Ebonyi Ward 02","Ebonyi",2092
EB/215/02676/005,"Post Office 005","Ebonyi Ward 02","Ebonyi",2124
EB/215/02676/006,"Motor Park 006","Ebonyi Ward 02","Ebonyi",535
EB/215/02676/007,"Primary School 007","Ebonyi Ward 02","Ebonyi",1514
EB/215/02676/008,"Market Square 008","Ebonyi Ward 02","Ebonyi",1742
EB/215/02676/009,"Market Square 009","Ebonyi Ward 02","Ebonyi",2200
EB/215/02676/010,"Playground 010","Ebonyi Ward 02","Ebonyi",1831
EB/215/02676/011,"Post Office 011","Ebonyi Ward 02","Ebonyi",1624
EB/215/02676/012,"Mosque Area 012","Ebonyi Ward 02","Ebonyi",1492
EB/215/02676/013,"Community Centre 013","Ebonyi Ward 02","Ebonyi",805
EB/215/02676/014,"Secondary School 014","Ebonyi Ward 02","Ebonyi",2213
EB/215/02676/015,"Palace Grounds 015","Ebonyi Ward 02","Ebonyi",1550
EB/215/02676/016,"Mosque Area 016","Ebonyi Ward 02","Ebonyi",520
EB/215/02676/017,"Village Square 017","Ebonyi Ward 02","Ebonyi",1006
EB/215/02676/018,"Primary School 018","Ebonyi Ward 02","Ebonyi",764
EB/215/02676/019,"Church Premises 019","Ebonyi Ward 02","Ebonyi",427
EB/215/02676/020,"Community Hall 020","Ebonyi Ward 02","Ebonyi",2412
EB/215/02676/021,"Church Premises 021","Ebonyi Ward 02","Ebonyi",750
EB/215/02676/022,"Police Station Area 022","Ebonyi Ward 02","Ebonyi",1945
EB/215/02676/023,"Palace Grounds 023","Ebonyi Ward 02","Ebonyi",1065
EB/215/02677/001,"Village Square 001","Ebonyi Ward 03","Ebonyi",1809
EB/215/02677/002,"Post Office 002","Ebonyi Ward 03","Ebonyi",2049
EB/215/02677/003,"Primary School 003","Ebonyi Ward 03","Ebonyi",1710
EB/215/02677/004,"Village Square 004","Ebonyi Ward 03","Ebonyi",2018
EB/215/02677/005,"Health Centre 005","Ebonyi Ward 03","Ebonyi",1530
EB/215/02677/006,"Custom Office 006","Ebonyi Ward 03","Ebonyi",2312
EB/215/02677/007,"Open Space 007","Ebonyi Ward 03","Ebonyi",1473
EB/215/02677/008,"Custom Office 008","Ebonyi Ward 03","Ebonyi",977
EB/215/02677/009,"Dispensary 009","Ebonyi Ward 03","Ebonyi",1484
EB/215/02677/010,"Custom Office 010","Ebonyi Ward 03","Ebonyi",2102
EB/215/02677/011,"Town Hall 011","Ebonyi Ward 03","Ebonyi",926
EB/215/02677/012,"Under Tree 012","Ebonyi Ward 03","Ebonyi",1287
EB/215/02677/013,"Palace Grounds 013","Ebonyi Ward 03","Ebonyi",946
EB/215/02677/014,"Under Tree 014","Ebonyi Ward 03","Ebonyi",2176
EB/215/02677/015,"Market Square 015","Ebonyi Ward 03","Ebonyi",1395
EB/215/02677/016,"Village Square 016","Ebonyi Ward 03","Ebonyi",2255
EB/215/02677/017,"Community Hall 017","Ebonyi Ward 03","Ebonyi",1492
EB/215/02678/001,"Custom Office 001","Ebonyi Ward 04","Ebonyi",1066
EB/215/02678/002,"Police Station Area 002","Ebonyi Ward 04","Ebonyi",1967
EB/215/02678/003,"Playground 003","Ebonyi Ward 04","Ebonyi",1294
EB/215/02678/004,"Community Hall 004","Ebonyi Ward 04","Ebonyi",961
EB/215/02678/005,"Post Office 005","Ebonyi Ward 04","Ebonyi",318
EB/215/02678/006,"Town Hall 006","Ebonyi Ward 04","Ebonyi",1624
EB/215/02678/007,"Church Premises 007","Ebonyi Ward 04","Ebonyi",1512
EB/215/02678/008,"Primary School 008","Ebonyi Ward 04","Ebonyi",584
EB/215/02678/009,"Palace Grounds 009","Ebonyi Ward 04","Ebonyi",352
EB/215/02678/010,"Town Hall 010","Ebonyi Ward 04","Ebonyi",1656
EB/215/02678/011,"Market Square 011","Ebonyi Ward 04","Ebonyi",1642
EB/215/02678/012,"Secondary School 012","Ebonyi Ward 04","Ebonyi",1175
EB/215/02678/013,"Secondary School 013","Ebonyi Ward 04","Ebonyi",504
EB/215/02678/014,"Playground 014","Ebonyi Ward 04","Ebonyi",1384
EB/215/02678/015,"Playground 015","Ebonyi Ward 04","Ebonyi",1332
EB/215/02679/001,"Junction 001","Ebonyi Ward 05","Ebonyi",1316
EB/215/02679/002,"Town Hall 002","Ebonyi Ward 05","Ebonyi",1120
EB/215/02679/003,"Open Space 003","Ebonyi Ward 05","Ebonyi",430
EB/215/02679/004,"Dispensary 004","Ebonyi Ward 05","Ebonyi",1474
EB/215/02679/005,"Open Space 005","Ebonyi Ward 05","Ebonyi",1889
EB/215/02679/006,"Junction 006","Ebonyi Ward 05","Ebonyi",971
EB/215/02679/007,"Playground 007","Ebonyi Ward 05","Ebonyi",2465
EB/215/02679/008,"Community Hall 008","Ebonyi Ward 05","Ebonyi",571
EB/215/02679/009,"Town Hall 009","Ebonyi Ward 05","Ebonyi",405
EB/215/02679/010,"Palace Grounds 010","Ebonyi Ward 05","Ebonyi",595
EB/215/02679/011,"Church Premises 011","Ebonyi Ward 05","Ebonyi",1698
EB/215/02679/012,"Community Hall 012","Ebonyi Ward 05","Ebonyi",2149
EB/215/02679/013,"Palace Grounds 013","Ebonyi Ward 05","Ebonyi",543
EB/215/02679/014,"Under Tree 014","Ebonyi Ward 05","Ebonyi",1374
EB/215/02679/015,"Under Tree 015","Ebonyi Ward 05","Ebonyi",1121
EB/215/02679/016,"Civic Centre 016","Ebonyi Ward 05","Ebonyi",647
EB/215/02680/001,"Palace Grounds 001","Ebonyi Ward 06","Ebonyi",340
EB/215/02680/002,"Town Hall 002","Ebonyi Ward 06","Ebonyi",509
EB/215/02680/003,"Custom Office 003","Ebonyi Ward 06","Ebonyi",1544
EB/215/02680/004,"Police Station Area 004","Ebonyi Ward 06","Ebonyi",1751
EB/215/02680/005,"Village Square 005","Ebonyi Ward 06","Ebonyi",1296
EB/215/02680/006,"Community Hall 006","Ebonyi Ward 06","Ebonyi",1187
EB/215/02680/007,"Community Centre 007","Ebonyi Ward 06","Ebonyi",1592
EB/215/02680/008,"Civic Centre 008","Ebonyi Ward 06","Ebonyi",2100
EB/215/02680/009,"Community Hall 009","Ebonyi Ward 06","Ebonyi",2212
EB/215/02680/010,"Community Centre 010","Ebonyi Ward 06","Ebonyi",1547
EB/215/02680/011,"Mosque Area 011","Ebonyi Ward 06","Ebonyi",1986
EB/215/02680/012,"Open Space 012","Ebonyi Ward 06","Ebonyi",1638
EB/215/02680/013,"Mosque Area 013","Ebonyi Ward 06","Ebonyi",861
EB/215/02680/014,"Mosque Area 014","Ebonyi Ward 06","Ebonyi",911
EB/215/02680/015,"Motor Park 015","Ebonyi Ward 06","Ebonyi",1237
EB/215/02680/016,"Village Square 016","Ebonyi Ward 06","Ebonyi",2173
EB/215/02681/001,"Town Hall 001","Ebonyi Ward 07","Ebonyi",2473
EB/215/02681/002,"Primary School 002","Ebonyi Ward 07","Ebonyi",1045
EB/215/02681/003,"Open Space 003","Ebonyi Ward 07","Ebonyi",482
EB/215/02681/004,"Community Centre 004","Ebonyi Ward 07","Ebonyi",836
EB/215/02681/005,"Market Square 005","Ebonyi Ward 07","Ebonyi",2052
EB/215/02681/006,"Playground 006","Ebonyi Ward 07","Ebonyi",1794
EB/215/02681/007,"Market Square 007","Ebonyi Ward 07","Ebonyi",996
EB/215/02681/008,"Playground 008","Ebonyi Ward 07","Ebonyi",1469
EB/215/02681/009,"Police Station Area 009","Ebonyi Ward 07","Ebonyi",720
EB/215/02681/010,"Mosque Area 010","Ebonyi Ward 07","Ebonyi",785
EB/215/02681/011,"Market Square 011","Ebonyi Ward 07","Ebonyi",905
EB/215/02681/012,"Church Premises 012","Ebonyi Ward 07","Ebonyi",1191
EB/215/02681/013,"Primary School 013","Ebonyi Ward 07","Ebonyi",1376
EB/215/02681/014,"Post Office 014","Ebonyi Ward 07","Ebonyi",1864
EB/215/02681/015,"Custom Office 015","Ebonyi Ward 07","Ebonyi",1581
EB/215/02681/016,"Under Tree 016","Ebonyi Ward 07","Ebonyi",1517
EB/215/02681/017,"Community Centre 017","Ebonyi Ward 07","Ebonyi",1453
EB/215/02681/018,"Community Hall 018","Ebonyi Ward 07","Ebonyi",1069
EB/215/02681/019,"Market Square 019","Ebonyi Ward 07","Ebonyi",1012
EB/215/02681/020,"Secondary School 020","Ebonyi Ward 07","Ebonyi",2276
EB/215/02681/021,"Community Hall 021","Ebonyi Ward 07","Ebonyi",460
EB/215/02681/022,"Police Station Area 022","Ebonyi Ward 07","Ebonyi",1337
EB/215/02681/023,"Market Square 023","Ebonyi Ward 07","Ebonyi",1743
EB/215/02681/024,"Playground 024","Ebonyi Ward 07","Ebonyi",1764
EB/215/02682/001,"Post Office 001","Ebonyi Ward 08","Ebonyi",933
EB/215/02682/002,"Police Station Area 002","Ebonyi Ward 08","Ebonyi",1456
EB/215/02682/003,"Custom Office 003","Ebonyi Ward 08","Ebonyi",2427
EB/215/02682/004,"Town Hall 004","Ebonyi Ward 08","Ebonyi",1746
EB/215/02682/005,"Dispensary 005","Ebonyi Ward 08","Ebonyi",550
EB/215/02682/006,"Under Tree 006","Ebonyi Ward 08","Ebonyi",557
EB/215/02682/007,"Post Office 007","Ebonyi Ward 08","Ebonyi",832
EB/215/02682/008,"Post Office 008","Ebonyi Ward 08","Ebonyi",935
EB/215/02682/009,"Health Centre 009","Ebonyi Ward 08","Ebonyi",603
EB/215/02682/010,"Church Premises 010","Ebonyi Ward 08","Ebonyi",974
EB/215/02682/011,"Playground 011","Ebonyi Ward 08","Ebonyi",1558
EB/215/02682/012,"Custom Office 012","Ebonyi Ward 08","Ebonyi",1430
EB/215/02682/013,"Motor Park 013","Ebonyi Ward 08","Ebonyi",2014
EB/215/02682/014,"Church Premises 014","Ebonyi Ward 08","Ebonyi",573
EB/215/02682/015,"Motor Park 015","Ebonyi Ward 08","Ebonyi",1264
EB/215/02682/016,"Community Hall 016","Ebonyi Ward 08","Ebonyi",1410
EB/215/02682/017,"Town Hall 017","Ebonyi Ward 08","Ebonyi",545
EB/215/02682/018,"Custom Office 018","Ebonyi Ward 08","Ebonyi",2456
EB/215/02682/019,"Community Centre 019","Ebonyi Ward 08","Ebonyi",2285
EB/215/02682/020,"Police Station Area 020","Ebonyi Ward 08","Ebonyi",1211
EB/215/02682/021,"Palace Grounds 021","Ebonyi Ward 08","Ebonyi",1956
EB/215/02682/022,"Town Hall 022","Ebonyi Ward 08","Ebonyi",2383
EB/215/02682/023,"Palace Grounds 023","Ebonyi Ward 08","Ebonyi",1736
EB/215/02683/001,"Church Premises 001","Ebonyi Ward 09","Ebonyi",1295
EB/215/02683/002,"Palace Grounds 002","Ebonyi Ward 09","Ebonyi",1591
EB/215/02683/003,"Market Square 003","Ebonyi Ward 09","Ebonyi",1517
EB/215/02683/004,"Mosque Area 004","Ebonyi Ward 09","Ebonyi",1941
EB/215/02683/005,"Custom Office 005","Ebonyi Ward 09","Ebonyi",320
EB/215/02683/006,"Community Hall 006","Ebonyi Ward 09","Ebonyi",2300
EB/215/02683/007,"Secondary School 007","Ebonyi Ward 09","Ebonyi",1143
EB/215/02683/008,"Police Station Area 008","Ebonyi Ward 09","Ebonyi",2193
EB/215/02683/009,"Post Office 009","Ebonyi Ward 09","Ebonyi",2224
EB/215/02683/010,"Primary School 010","Ebonyi Ward 09","Ebonyi",456
EB/215/02683/011,"Church Premises 011","Ebonyi Ward 09","Ebonyi",336
EB/215/02683/012,"Police Station Area 012","Ebonyi Ward 09","Ebonyi",1664
EB/215/02683/013,"Village Square 013","Ebonyi Ward 09","Ebonyi",1037
EB/215/02683/014,"Town Hall 014","Ebonyi Ward 09","Ebonyi",2250
EB/215/02683/015,"Civic Centre 015","Ebonyi Ward 09","Ebonyi",2194
EB/215/02683/016,"Civic Centre 016","Ebonyi Ward 09","Ebonyi",585
EB/215/02683/017,"Palace Grounds 017","Ebonyi Ward 09","Ebonyi",1955
EB/215/02684/001,"Civic Centre 001","Ebonyi Ward 10","Ebonyi",1433
EB/215/02684/002,"Playground 002","Ebonyi Ward 10","Ebonyi",355
EB/215/02684/003,"Junction 003","Ebonyi Ward 10","Ebonyi",1953
EB/215/02684/004,"Community Centre 004","Ebonyi Ward 10","Ebonyi",2480
EB/215/02684/005,"Market Square 005","Ebonyi Ward 10","Ebonyi",1103
EB/215/02684/006,"Town Hall 006","Ebonyi Ward 10","Ebonyi",1493
EB/215/02684/007,"Civic Centre 007","Ebonyi Ward 10","Ebonyi",2126
EB/215/02684/008,"Under Tree 008","Ebonyi Ward 10","Ebonyi",783
EB/215/02684/009,"Town Hall 009","Ebonyi Ward 10","Ebonyi",518
EB/215/02684/010,"Market Square 010","Ebonyi Ward 10","Ebonyi",1063
EB/215/02684/011,"Civic Centre 011","Ebonyi Ward 10","Ebonyi",647
EB/215/02684/012,"Palace Grounds 012","Ebonyi Ward 10","Ebonyi",1515
EB/215/02684/013,"Playground 013","Ebonyi Ward 10","Ebonyi",1443
EB/215/02684/014,"Police Station Area 014","Ebonyi Ward 10","Ebonyi",1516
EB/215/02684/015,"Community Hall 015","Ebonyi Ward 10","Ebonyi",1222
EB/215/02684/016,"Health Centre 016","Ebonyi Ward 10","Ebonyi",2042
EB/215/02684/017,"Dispensary 017","Ebonyi Ward 10","Ebonyi",2153
EB/215/02684/018,"Community Centre 018","Ebonyi Ward 10","Ebonyi",556
EB/215/02684/019,"Junction 019","Ebonyi Ward 10","Ebonyi",1261
EB/215/02684/020,"Health Centre 020","Ebonyi Ward 10","Ebonyi",1809
EB/215/02684/021,"Custom Office 021","Ebonyi Ward 10","Ebonyi",1961
EB/215/02684/022,"Church Premises 022","Ebonyi Ward 10","Ebonyi",1036
EB/215/02684/023,"Junction 023","Ebonyi Ward 10","Ebonyi",574
EB/215/02684/024,"Community Centre 024","Ebonyi Ward 10","Ebonyi",1642
EB/215/02685/001,"Secondary School 001","Ebonyi Ward 11","Ebonyi",752
EB/215/02685/002,"Playground 002","Ebonyi Ward 11","Ebonyi",1288
EB/215/02685/003,"Dispensary 003","Ebonyi Ward 11","Ebonyi",1504
EB/215/02685/004,"Mosque Area 004","Ebonyi Ward 11","Ebonyi",1908
EB/215/02685/005,"Playground 005","Ebonyi Ward 11","Ebonyi",1600
EB/215/02685/006,"Town Hall 006","Ebonyi Ward 11","Ebonyi",626
EB/215/02685/007,"Market Square 007","Ebonyi Ward 11","Ebonyi",813
EB/215/02685/008,"Junction 008","Ebonyi Ward 11","Ebonyi",1551
EB/215/02685/009,"Motor Park 009","Ebonyi Ward 11","Ebonyi",1142
EB/215/02685/010,"Community Hall 010","Ebonyi Ward 11","Ebonyi",2461
EB/215/02685/011,"Junction 011","Ebonyi Ward 11","Ebonyi",1478
EB/215/02685/012,"Primary School 012","Ebonyi Ward 11","Ebonyi",1937
EB/215/02685/013,"Market Square 013","Ebonyi Ward 11","Ebonyi",723
EB/215/02685/014,"Civic Centre 014","Ebonyi Ward 11","Ebonyi",844
EB/215/02685/015,"Junction 015","Ebonyi Ward 11","Ebonyi",1301
EB/215/02685/016,"Police Station Area 016","Ebonyi Ward 11","Ebonyi",653
EB/215/02685/017,"Police Station Area 017","Ebonyi Ward 11","Ebonyi",1782
EB/215/02685/018,"Open Space 018","Ebonyi Ward 11","Ebonyi",1951
EB/215/02685/019,"Post Office 019","Ebonyi Ward 11","Ebonyi",1668
EB/215/02685/020,"Palace Grounds 020","Ebonyi Ward 11","Ebonyi",1819
